Rank,Track,Album Name,Artist,Release Date,Release Year,ISRC,Release Country,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Lyrics
44,No Role Modelz,2014 Forest Hills Drive,J. Cole,09.12.2014,2014,USQX91402598,US,955,"49,3",2235160830,403355,73668045,81.0,656310159.0,4852226.0,744556.0,138864977.0,885273359.0,184893947.0,115.0,1186.0,61.0,41.0,370317.0,21.0,657042048.0,20347.0,,5513979.0,1,take call nah aunt prolly haha 9 1 probably even shirt defensive without ain't pregnant deep there's fulfilled greystone speak one love rich shows bop talk song knew b callin' texas swear platinum chopper nigga stale bringin' hoes want let girl rain tennesseei melody good yeah plaque whether listen la right five i'ma stay tennesseethat said wanna wood bitch'll peace phil left way sorry uncle saying tell three load heavily list bird ville flirt would old better king says fuck long sisters trina spoiled comin' touch wonder mecan't 'cause do' difference times fast prophecies deserved back kick team wear home rest proceed find toothbrush leave feet put regret aaliyah hang father bitch sign real fool lisa fooled first: last wadn't memory gotta ill dreamville got adu hey saved rap viv face twice searchin' 'em martin sweatin' ho bitches get rubbed what's save lame young baddest know need reality things models nia niggas 'fore phone could god white night like came first ayy dark made neighborhoods shame broke skirt hollywood time luther skinned read sade role 'bout started think lay bonet hand can't gettin' woulda script celebrity kid go ever pussy thought that's shallow jada trap along make takin' crib never six blame
45,HUMBLE,HUMBLE.,Kendrick Lamar,31.03.2017,2017,USUM71703085,US,466,"71,4",2226869580,311766,77191099,80.0,1281355260.0,11551257.0,1180701.0,90304316.0,769720113.0,209307607.0,357.0,84979.0,692.0,111.0,657065.0,94.0,562540114.0,476433.0,,7692756.0,1,paystub take season bm fakin' ted counterfeits somethin' ain't speak syrup diem talk alcohol paged nigga countin' soul keep let afro girl buy crime good yeah taste still'll right viral amaze note d'ussÃÂ© stay sandwiches show kool tired baby day went left way lil' levels block socks extras elaborate fuck pm fuckin' spiral modest high obama sit playin' marks whole world piss put aid nobody bitch fact richard evian realest ac pull man gotta still meds accountant per kill c mercedes stage poupon 'em stretch get ass hold blew know fabricate break hate pray shit crazy cool fucking mama analysts thinkin' bloods like ooh allowances couch ayy quit bae frontin' lives photoshop stroke remember lil' play 'bout polo tetris boo ride dick natural petty finesse sick pryor funk y'all soprano humble pussy life tastes sandman grey watch make greatest downin' parmesan
46,SAD,SAD!,XXXTENTACION,02.03.2018,2018,USUG11800208,US,289,"90,5",2218531106,263801,60437070,75.0,1800863873.0,26301389.0,1295895.0,58018849.0,435340082.0,178579824.0,77.0,2134.0,107.0,45.0,409497.0,17.0,187658592.0,508457.0,79154715.0,3798652.0,1,weep leave took lost suicide left lonely love think i'd broken decide heart's heart everything sad try uh gonna around someone fuckin' go rather bein' know hate ever that's gave fix let found torture afraid yeah contagious
47,Lose Yourself,8 Mile,Eminem,29.10.2002,2002,USIR10211559,US,2222,"30,4",2194935773,345119,97808878,75.0,1360758976.0,9892246.0,69588.0,1476678.0,20114190.0,339086425.0,252.0,166938.0,,127.0,3101373.0,75.0,804134471.0,703535.0,,10419522.0,1,normal plus moved roof shows set sold looks barely lifetime lot feed hoes new hole toward buy da he's beat time's stay wanna taking dah would drop surface stagnant phifer booed caged coast blows comes world back spaghetti suppose father pain option shot nervous everybody's blow yo cannot trailer's mine weak dom mad wanted bein' jail piper failure's best blaow screamin' knees gettin' hard somebody's ever mouth that's life opportunity mobile ready type diapers roads prima motherfuckin' tear seize schmoe knows loud opens snap sweaty chewed spot day rage unfolds believe music nose better heavy soul's home water words sweater dogs mekhi i've known another man close chance mind payin' hotter ope jokin' superstardom's goes mama nada like crowd grows two globetrotter teeter look dope movie much anything rhymin' cypher salem's run five moment mortem hope point pass pied love grow keeps everything back's tryna matter want lose let palms partner right i'ma give games slip capture miss old seed forgetting whole drama feet harder fail wrote formulate arms rhapsody stage homie get reality mood cold provide god family gotten broke ropes lab rabbit nine plot can't clock's go end make totter call product told dove mo' calm even there's one food spit come grown post order stepped move kept goddamn baby bombs choked daughter gravity mom next king inside easy changed 'cause playin' times already caught fact monotony's got amplified beginning change chokin' hold stamps may soap flows lonely vomit opera success escaping snail gaping mom's farther donna boring never
48,Do I Wanna Know,AM,Arctic Monkeys,01.01.2013,2013,GBCEL1300362,GB,1837,"33,9",2188592950,361827,91030520,81.0,457550865.0,4610448.0,13917.0,12237124.0,71629637.0,56377.0,149.0,2204.0,71.0,103.0,706652.0,34.0,308026596.0,156277.0,,10708249.0,0,colour maybe type spillin' deep there's makes open somebody feel callin' fall crawlin' tune repeat want new keep secrets tomorrow stay sayin' wanna baby day sorry constantly idea week sorta simmer guts somehow heart's nights 'cause fear nearly asleep every back see i've shift interrupt an' always still got sticks aces cusp busy feelin' get mainly sad wanted bein' know hopin' wonderin' things cheeks could flows shuts night like summat many made pucker kiss time ways play darlin' think drinks can't around go tryin' ever dreamt together thought settee say found sleeve teeth
49,Cruel Summer,Lover,Taylor Swift,23.08.2019,2019,USUG11901472,US,451,"72,8",2188247133,121479,201964859,88.0,342388433.0,2291619.0,3233521.0,465904062.0,4967025679.0,822448758.0,273.0,913464.0,1264.0,122.0,21554174.0,117.0,60954563.0,84157.0,2171676.0,3476323.0,0,head shape low dream trying bleed drunk cut ain't waiting makes thing love machine looks whatever seal dying bone devil glow knife worst eyes want new keep secrets yeah woah garden right said wanna scream baby cried window tell devils feeling shiny comin' high heard snuck times headlights fine slow boy caught we'll every back home bad hang i've bar always last heaven fate car got fever kill 'em know grinnin' angels dice bought cool screw summer's price night killing like ooh cruel roll true vending summer quiet oh body blue rules gate ever that's say toy worth breakable we're
50,I Wanna Be Yours,AM,Arctic Monkeys,01.01.2013,2013,GBCEL1300373,GB,3597,"22,6",2185240293,277753,129062801,86.0,109538379.0,1268458.0,2636.0,16502076.0,105020737.0,,39.0,2746.0,,36.0,2608421.0,35.0,38918532.0,20659.0,,4280207.0,0,like call lotion portable cortina pacific harder dust wanna breathin' babe hot coffee i'll least maybe an' without shots hair ford deep ocean rust pot meter vacuum hide heart get held hold 'leccy thought cold cleaner let heater secrets setting devotion never run
51,drivers license,drivers license,Olivia Rodrigo,08.01.2021,2021,USUG12004749,US,226,"102,9",2184754018,250778,70173770,79.0,984811734.0,18682671.0,1365848.0,617386471.0,3781894216.0,642666612.0,347.0,4173.0,272.0,214.0,1182092.0,72.0,77733001.0,230402.0,,11006064.0,1,voice used stop hear mean probably places one love driving song cars crossed feel laughing everything guess red hearing girl yeah street crying talked said tired drove way sorry miss week kinda blonde driver's sidewalks lights fuckin' they'll 'cause today yards see home older signs i've felt babe always last excited still got else wrote past face doubt forever license suburbs know front okay could god imagine white like ooh made oh drive blue perfect house friends insecure gone can't traffic noise around someone go ever much pictured alone we're never finally
52,One Kiss,Dua Lipa (Complete Edition),Calvin Harris,01.01.2015,2015,GBARL1800368,GB,1024,"47,5",2178606166,291456,162511602,79.0,1256080361.0,8723122.0,1932873.0,174361744.0,1597020461.0,706333060.0,458.0,160995.0,376.0,548.0,3408335.0,103.0,141238520.0,81291.0,,15829169.0,0,night take like takes ee loud sunday company real lost message wanna way kiss time skin possibilities still morning mine look music heaven one love eep ou exploring fallin' feeling smile feel slee wonderland easy eyes e move know need 'cause might let moon lit passion tonight see something
53,Mr. Brightside,Hot Fuss,The Killers,01.01.2004,2004,USIR20400274,US,3346,"23,7",2174022106,326294,118562432,81.0,183968852.0,1687112.0,95566.0,41707356.0,294739225.0,3411865.0,293.0,210197.0,217.0,117.0,1001045.0,51.0,782100080.0,350688.0,,8538303.0,0,head lullabies touching cab they're alibi brightside open doin' havin' eyes bed goin' want turning drag let he's falling calling smoke mr eager taking control destiny sea comin' 'cause asleep fine i've dress stomach gotta cage choking price pay killing like takes kiss jealousy look started chest sick can't swimming go saints end never
54,good 4 u,good 4 u,Olivia Rodrigo,14.05.2021,2021,USUG12101245,US,163,"117,8",2167768056,309421,72787213,79.0,773591065.0,11098007.0,1893481.0,1080682523.0,8186754429.0,2285796743.0,355.0,4835.0,1283.0,98.0,1610293.0,102.0,119030447.0,170032.0,19263268.0,,1,sociopath lost maybe unaffected even without moved couple emotional healthy doin' everything person apathy's guess want new girl good therapist took give wound said helped swore salt baby apathy way easily happy brand floor happened better fuck well damn hurt world great cared spent i've really cryin' man car got ah mind get wanted know bought screw could god workin' weeks night ask like bathroom remember look met wish gettin' career's ever found takin' never
55,Treat You Better,Treat You Better,Shawn Mendes,03.06.2016,2016,USUM71604711,US,481,"70,2",2164074552,18326,79238401,80.0,2766700889.0,14538731.0,656214.0,34125620.0,218876789.0,1763875267.0,110.0,229473.0,361.0,370.0,421827.0,25.0,406331285.0,165727.0,,9988881.0,0,take stop wake gentleman one wrong everything want let girl he's right give wanna anytime deserves baby i'll wasted tell second situation loving would better instead promise 'cause fine we'll see sign cryin' face know need missing could lie different like spending time wasting hand treat say alone never
56,Let Me Love You,Encore,DJ Snake,05.08.2016,2016,QMZSY1600015,QM,403,"76,2",2147028486,205482,89333146,80.0,2457588032.0,18290642.0,4116973.0,49564235.0,528988791.0,1945612445.0,239.0,192774.0,208.0,163.0,1417821.0,97.0,418986672.0,113233.0,,15320597.0,0,ooh used give nah waitin' sellin' dream enough smoke somethin' oh wheel miracle woo mirrors believe got away miles love ride driving us darkest we've fall heartbreak knife beautiful rude burnin' go know need ahead keep million awakening asleep let say hell good yeah we're never woah edge days heaven's
57,Without Me,Suicide Squad: The Album (Collector's Edition),Eminem,04.08.2016,2016,USAT21602011,US,1696,"35,5",2146682342,7361,1065772,,1938496621.0,13961810.0,,,,509617644.0,,,,,,,,,,,1,wit' fag revolution looks free presley feels revel new da yells he's la tell winter hospital fuck liver obscene pollutin' wants damn chopped visionary comes back thirty see weed airwaves blow real prince job here's shady's hum let's attention shut pencil it'd na created turned need nesting marshall ooh round vodka best woo must rappers empty quicker hard kissin' ever ya girls million six fcc vision doctor ready without gimmicks fish heart feel worst mission soon since full year i'll cents music jump long trailer stomped heavy everyone listens well i've talkin' table tension enter still settled shocked feelin' ms ass outside cooperating dei mixed like who's two debating shit's friend shady dope husband's much stop kid's mean bent monster bizkit shock ra thing tat matter follow want fix let ten signal moby yeah interesting selfishly helpless give said cheney center prisoners infesting feeling old sea tisket bit name kicked whole park cum nobody tits discuss hey tasket rag get techno know disaster complicating debbie could obie everybody suspenseful first works bastards rockin' emerge wealthy wrestling gonna chris someone go though 'til catastrophe bald liquor parents there's waited come lips bask start symbol tune dip guess problem's listen testing hellions concept rebel limp list operating mtv king trice elvis little 'cause mentions kids sent anybody nuisance bitch lawsuits antenna fact skin black worse got controversy splinter kirkpatrick disgusting bum embarrassed insults shit sometimes white tit many seems tried twenty please scary ears ovulating rebellious use headed along asked
